FieldID,ID,Deploy_ID,Island,Site,SubCol,SubCol_Code,Species,Year,Phenology,NestNo,GPS_Y_N,GPS_ID,GPS_programmed_start_datetime_local,DeplSess,GPS_Interval_seconds,GPS_notes,Tagging_Event,Contents,NestPhen,NestPhen1,Chick_Stage,Capture_date_local,Capture_time_local,Release_time_local,UTC_LocalTime_offset_hours,UTC,BandNo,R_L,offset,GPS_TagRecov,TDR_TagRecov,Notes,Capture_loc,Blood_FTA,Blood_vial,Feathers,GPS_Track_File,revised_sample_no,TDR_Y_N,TDR_ID,TDR_File,Sex,How_Sexed,Age,Diet,Mass,Culmen,Lat_DD,Long_DD,Date_Modified,Time_Modified,Wing,Processor,Chick % adult sz,Chick Primaries growing
LEH2014RTTR036B,581,339,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,36,Y,716,7/14/2014 12:00,3,120,,R,LGC,Late Chick,2,8,7/18/2014,10:10,10:20,-10,7/18/2014 20:10,1125-01875,L,,1,1,DIET FROM CHICK   CHICK MASS 660G CULMEN 48.9MM WING 15.8CM,,Y,Y,N,LEH2014RTTR036B_071814,,Y,A10372,LEH2014RTTR036B_A10372_071814,M,D,AHY,Y,695,60.4,22.01602,-160.099263,7/29/2014,14:33:00,,SJ,,
LEH2014RTTR040A,482,340,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,40,Y,625,6/13/2014 12:00,2,120,,D,SGC,Early Chick,2,4,6/13/2014,13:17,13:36,-10,6/13/2014 23:36,1125-01868,L,,0,0,"ONLY 1 PARTIAL STREAMER FEATHER, MISSING SECOND",,N,N,N,,,Y,A10363,,M,D,AHY,N,685,,22.016035,-160.098889,,,,JF,,
LEH2014RTTR040A,60,340,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,40,Y,625,6/13/2014 12:00,2,120,,R,SGC,Early Chick,2,4,6/15/2014,10:30,10:40,-10,6/15/2014 20:30,1125-01868,L,,2,1,"CONTENTS=C4, TAG LOST",,Y,Y,N,,,Y,A10363,LEH2014RTTR040_A10363_061514,M,D,AHY,N,,,22.016035,-160.098889,7/29/2014,11:48:21,,SJ,,
LEH2014RTTR043A,32,271,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,43,Y,647,5/13/2014 12:00,1,120,,D,SGC,Early Chick,2,4,5/14/2014,12:00,12:25,-10,5/14/2014 22:25,1125-01867,L,,0,6,diet sample is from chick; chick mass (without regurge) = 493g,,N,N,N,,,N,,,M,D,AHY,Y,613,,22.016464,-160.096097,,,,JF,,
LEH2014RTTR043A,19,271,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,43,Y,647,5/13/2014 12:00,1,120,,R,SGC,Early Chick,2,4,5/16/2014,15:35,15:58,-10,5/17/2014 1:35,1125-01867,L,,1,6,,,Y,Y,N,LEH_RTTR_043_01867_647_051614,,N,,,M,D,AHY,N,593,65.25,22.016464,-160.096097,,,,JF,,
LEH2014RTTR048A,486,341,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,48,Y,601,6/13/2014 12:00,2,120,,D,MGC,Early Chick,2,4,6/13/2014,18:29,18:41,-10,6/14/2014 4:41,1125-01870,L,,0,0,1 FULL STREAMER AND I JUST GROWING IN; CHICK C4,,N,N,N,,,Y,A10357,,M,D,AHY,N,720,,22.016091,-160.099221,7/29/2014,11:48:51,,JF,,
LEH2014RTTR048A,506,341,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,48,Y,601,6/13/2014 12:00,2,120,,R,MGC,Early Chick,2,4,6/15/2014,11:07,11:16,-10,6/15/2014 21:07,1125-01870,L,,1,1,CHICK C4,,Y,Y,N,LEH2014RTTR048_061514,,Y,A10357,LEH2014RTTR048_A10357_061514,M,D,AHY,N,620,66.7,22.016091,-160.099221,7/29/2014,11:49:23,,JF,,
LEH2014RTTR054A,497,342,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,54,Y,623,6/13/2014 12:00,2,120,,D,MGC,Early Chick,2,4,6/14/2014,14:15,14:23,-10,6/15/2014 0:23,1125-01885,L,,0,0,FLUSHED AFTER RELEASE,,N,N,N,,,Y,A10322,,U,N,AHY,N,590,,22.01759,-160.098673,,,,JF,,
LEH2014RTTR057A,52,343,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,57,Y,612,6/13/2014 12:00,2,120,,D,SGC,Early Chick,2,4,6/14/2014,12:15,12:30,-10,6/14/2014 22:30,1125-01872,L,,0,0,,,N,N,N,,,Y,A10355,,M,D,AHY,N,660,,22.01717,-160.09627,,,,SJ,,
LEH2014RTTR057A,70,343,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,57,Y,612,6/13/2014 12:00,2,120,,R,SGC,Early Chick,2,4,6/17/2014,9:36,9:41,-10,6/17/2014 19:36,1125-01872,L,,1,1,,,Y,Y,N,LEH2014RTTR057_061714,,Y,A10355,LEH2014RTTR057_A10355_061714,M,D,AHY,N,800,61.6,22.01717,-160.09627,,,,SJ,,
LEH2014RTTR060A,496,344,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,60,Y,2,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,2,6/14/2014,11:35,11:45,-10,6/14/2014 21:45,1125-01884,L,,0,0,,,N,N,N,,,Y,A10359,,M,D,AHY,N,590,,22.01638,-160.098619,,,,JF,,
LEH2014RTTR060A,62,344,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,60,Y,2,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,2,6/16/2014,10:10,10:25,-10,6/16/2014 20:10,1125-01884,L,,2,1,CONTENTS=2,,Y,Y,N,,,Y,A10359,LEH2014RTTR060_A10359_061614,M,D,AHY,Y,610,61,22.01638,-160.098619,7/29/2014,11:48:28,,SJ,,
LEH2014RTTR062A,533,345,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,62,Y,640,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6,7/14/2014,14:54,15:05,-10,7/15/2014 1:05,1125-01893,L,,0,6,1 FULL STREAMER 1 HALF STREAMER 2 SURROUNDING RETRICES AND TOP 2 COVERTS,,N,N,N,,,N,,,M,D,AHY,Y,585,,22.017552,-160.098677,7/29/2014,12:53:58,,JF,,
LEH2014RTTR062A,613,345,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,62,Y,640,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6,7/20/2014,16:34,16:45,-10,7/21/2014 2:34,1125-01893,L,,1,6,ADULT MASS AFTER REGURGE    CHICK MASS 525G WING 94MM P10 22MM,,Y,Y,N,LEH2014RTTR062A_072014,,N,,,M,D,AHY,Y,675,62.4,22.017552,-160.098677,7/29/2014,16:41:31,,CG,,
LEH2014RTTR070A,549,346,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,70,Y,624,7/14/2014 12:00,3,120,,D,FFC,Late Chick,2,10,7/15/2014,14:48,14:56,-10,7/16/2014 0:56,1055-08471,L,,0,6,,,N,N,N,,,N,,,F,D,AHY,N,575,,22.018597,-160.09918,7/29/2014,13:29:16,,JF,,
LEH2014RTTR070A,609,346,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,70,Y,624,7/14/2014 12:00,3,120,,R,FFC,Late Chick,2,10,7/19/2014,16:27,16:36,-10,7/20/2014 2:27,1055-08471,L,,1,6,CHICK MASS 810G WING 282MM P10 170MM,,Y,Y,N,LEH2014RTTR070A_071914,,N,,,F,D,AHY,N,630,61.2,22.018597,-160.09918,7/29/2014,16:35:15,,JF,,
LEH2014RTTR071A,508,347,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,71,Y,646,6/13/2014 12:00,2,120,,D,SGC,Early Chick,2,4,6/15/2014,12:40,12:48,-10,6/15/2014 22:48,1125-01887,L,,0,0,CHICK C4,,N,N,N,,,Y,A10320,,U,N,AHY,N,660,,22.01878,-160.09918,7/29/2014,11:49:33,,JF,,
LEH2014RTTR072A,548,348,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,72,Y,612,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6,7/15/2014,11:57,12:07,-10,7/15/2014 22:07,1125-01898,L,,0,0,1 FULL STREAMER 2 SURROUNDING RETRICES AND TOP 4 COVERTS  BIRD REGURGED AFTER MASS  REGURGE MASS=120G,,N,N,N,,,Y,A10345,,M,D,AHY,Y,710,,22.018747,-160.098956,7/29/2014,13:27:35,,JF,,
LEH2014RTTR072A,592,348,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,72,Y,612,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6,7/17/2014,12:36,12:45,-10,7/17/2014 22:36,1125-01898,L,,1,1,ADULT MASS IS AFTER REGURGE    CHICK MASS 510G WING 138MM P10 55MM,,Y,Y,N,LEH2014RTTR072A_071714,,Y,A10345,LEH2014RTTR072A_A10345_071714,M,D,AHY,Y,600,60.9,22.018747,-160.098956,7/29/2014,16:06:39,,JF,,
LEH2014RTTR078A,545,349,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,78,Y,729,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6,7/15/2014,10:16,10:27,-10,7/15/2014 20:27,1125-01895,L,,0,0,CHICK HAS DEFORMED BILL TOP MANDIBLE SHORTER THAN BOTTOM   1 FULL STREAMER 2 SURROUNDING RETRICES AND TOP 2 COVERTS FIRST WRAP STREAMERS SECOND WRAP COVERTS,,N,N,N,,,Y,A10361,,F,D,AHY,Y,680,,22.01884,-160.098654,7/29/2014,13:21:41,,JF,,
LEH2014RTTR078A,591,349,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,78,Y,729,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6,7/17/2014,9:53,10:03,-10,7/17/2014 19:53,1125-01895,L,,1,1,CHICK MASS 440G WING 82MM,,Y,Y,N,LEH2014RTTR078A_071714,,Y,A10361,LEH2014RTTR078A_A10361_071714,F,D,AHY,Y,630,60.2,22.01884,-160.098654,7/29/2014,16:04:44,,JF,,
LEH2014RTTR079A,509,350,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,79,Y,615,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,2,6/15/2014,13:50,14:00,-10,6/16/2014 0:00,1125-01888,L,,0,0,CHICK C2,,N,N,N,,,Y,A10319,,F,D,AHY,N,630,,22.018515,-160.099283,7/29/2014,11:49:35,,JF,,
LEH2014RTTR079A,516,350,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,79,Y,615,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,2,6/16/2014,14:35,14:42,-10,6/17/2014 0:35,1125-01888,L,,2,1,MISSING STREAMER AND 2 SURROUNDING RETRICES THAT GPS TAG WAS ATTACHED TO; ALSO MISSING 2ND TO OUTER RIGHT RETRIX; OTHER STREAMER MOLTING IN (2 INCHES); CHICK C2,,Y,Y,N,,,Y,A10319,LEH2014RTTR079_A10319_061614,F,D,AHY,N,640,61.9,22.018515,-160.099283,7/29/2014,11:49:52,,JF,,
LEH2014RTTR081A,547,351,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,81,Y,703,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6,7/15/2014,11:32,11:40,-10,7/15/2014 21:40,1125-01897,L,,0,0,1 FULL STREAMER 2 SURROUNDING RETRICES 4 UPPERTAIL COVERTS,,N,N,N,,,Y,A10371,,U,N,AHY,Y,720,,22.018498,-160.099281,7/29/2014,13:24:47,,JF,,
LEH2014RTTR088A,503,352,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,88,Y,616,6/13/2014 12:00,2,120,,D,SGC,Early Chick,2,4,6/14/2014,19:05,19:16,-10,6/15/2014 5:16,1125-01886,L,,0,0,CHICK C4,,N,N,N,,,Y,A10353,,M,D,AHY,N,640,,22.017596,-160.098811,7/29/2014,11:49:20,,JF,,
LEH2014RTTR088A,515,352,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,88,Y,616,6/13/2014 12:00,2,120,,R,SGC,Early Chick,2,4,6/16/2014,10:49,10:57,-10,6/16/2014 20:49,1125-01886,L,,1,1,CHICK C4,,Y,Y,N,LEH2014RTTR088_061614,,Y,A10353,LEH2014RTTR088_A10353_061614,M,D,AHY,N,690,63.9,22.017596,-160.098811,7/29/2014,11:49:45,,JF,,
LEH2014RTTR090A,494,353,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,90,Y,638,6/13/2014 12:00,2,120,,D,SGC,Late Chick,2,6,6/14/2014,9:56,10:12,-10,6/14/2014 20:12,1125-01883,L,,0,0,"1 FULL STREAMER AND I JUST GROWING IN, DID NOT INCORPORATE NEWLY MOLTING STREAMER; CHICK C6",,N,N,N,,,Y,A10379,,M,D,AHY,N,600,,22.018188,-160.099237,7/29/2014,11:49:09,,JF,,
LEH2014RTTR090A,527,353,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,90,Y,638,6/13/2014 12:00,2,120,,R,SGC,Late Chick,2,6,6/17/2014,11:19,11:28,-10,6/17/2014 21:19,1125-01883,L,,1,1,CHICK C6,,Y,Y,N,LEH2014RTTR090_061714,,Y,A10379,LEH2014RTTR090_A10379_061714,M,D,AHY,N,640,65.9,22.018188,-160.099237,7/29/2014,11:50:12,,JF,,
LEH2014RTTR094A,495,354,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,94,Y,627,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,2,6/14/2014,11:00,11:12,-10,6/14/2014 21:12,875-99131,L,,0,0,"RECAP OF PREVIOUSLY BANDED BIRD, HAD TWO FULL SIZE STREAMERS FOR ATTACHMENT; CHICK C2",,N,N,N,,,Y,A10373,,M,D,AHY,Y,610,,22.017627,-160.098601,7/29/2014,11:49:10,,JF,,
LEH2014RTTR094A,514,354,Kauai,Lehua,Lehua,LEH,RTTR,2014,EC,94,Y,627,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,2,6/16/2014,10:33,10:42,-10,6/16/2014 20:33,875-99131,L,,1,1,2 FULL STREAMERS AND 2 SURROUNDING RETRICES; CHICK C2,,Y,Y,N,LEH2014RTTR094_061614,,Y,A10373,LEH2014RTTR094_A10373_061614,M,D,AHY,N,650,60.7,22.017627,-160.098601,7/29/2014,11:49:43,,JF,,
LEH2014RTTR098A,573,355,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,98,Y,616,7/14/2014 12:00,3,120,,D,SGC,Early Chick,2,4,7/16/2014,11:50,11:59,-10,7/16/2014 21:59,1055-08463,L,,0,0,,,N,N,N,,,Y,A10357,,U,N,AHY,N,675,,22.015452,-160.099603,7/29/2014,14:11:21,,SJ,,
LEH2014RTTR103A,557,356,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,103,Y,635,7/14/2014 12:00,3,120,,D,LGC,Late Chick,2,7,7/16/2014,14:13,14:19,-10,7/17/2014 0:19,1125-01876,L,,0,6,,,N,N,N,,,N,,,F,D,AHY,N,,,22.018067,-160.099563,7/29/2014,13:41:48,,JB,,
LEH2014RTTR103A,608,356,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,103,Y,635,7/14/2014 12:00,3,120,,R,LGC,Late Chick,2,7,7/19/2014,14:11,14:21,-10,7/20/2014 0:11,1125-01876,L,,1,6,ADULT MASS AFTER REGURGE   CHICK MASS 610G WING 72MM P10 44MM,,Y,Y,N,LEH2014RTTR103A_071914,,N,,,F,D,AHY,Y,610,58.1,22.018067,-160.099563,7/29/2014,16:33:27,,JF,,
LEH2014RTTR104A,574,357,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,104,Y,622,7/14/2014 12:00,3,120,,D,SGC,Early Chick,2,4,7/14/2014,14:30,14:47,-10,7/15/2014 0:47,1125-01873,L,,0,0,,,N,N,N,,,Y,A10379,,M,D,AHY,N,,,22.017021,-160.098836,7/29/2014,14:12:47,,SJ,,
LEH2014RTTR104A,583,357,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,104,Y,622,7/14/2014 12:00,3,120,,R,SGC,Early Chick,2,4,7/18/2014,14:58,15:07,-10,7/19/2014 0:58,1125-01873,L,,1,1,CHICK MASS 440G CULMEN 39.6MM WING 6.8CM,,Y,Y,N,LEH2014RTTR104A_071814,,Y,A10379,LEH2014RTTR104A_A10379_071814,M,D,AHY,N,535,63.6,22.017021,-160.098836,7/29/2014,14:35:20,,SJ,,
LEH2014RTTR105A,546,358,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,105,Y,610,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6,7/15/2014,10:57,11:05,-10,7/15/2014 21:05,1125-01896,L,,0,6,1 FULL STREAMER 2 SURROUNDING RETRICES AND TOP 2 COVERTS    FIRST WRAP STREAMERS SECOND WRAP COVERTS,,N,N,N,,,N,,,M,D,AHY,Y,570,,22.017634,-160.09889,7/29/2014,13:25:05,,JF,,
LEH2014RTTR105A,600,358,Kauai,Lehua,Lehua,LEH,RTTR,2014,MC,105,Y,610,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6,7/18/2014,10:20,10:29,-10,7/18/2014 20:20,1125-01896,L,,2,6,,,Y,Y,N,,,N,,,M,D,AHY,N,610,63.3,22.017634,-160.09889,7/29/2014,16:19:36,,JF,,
LEH2014RTTR106A,556,359,Kauai,Lehua,Lehua,LEH,RTTR,2014,LC,106,Y,725,7/14/2014 12:00,3,120,,D,FFC,Late Chick,2,10,7/16/2014,10:42,10:47,-10,7/16/2014 20:47,875-99132,L,,0,6,1 FULL STREAMER 1 HALF STREAMER 2 SURROUNDING RETRICES AND TOP 4 COVERTS,,N,N,N,,,N,,,U,N,AHY,N,,,22.01857,-160.099201,7/29/2014,13:39:52,,JF,,
,,1,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,1,,537,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,23:00,23:08,-10,8/20/2013 9:08,1055-16668,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,2,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,3,,541,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,23:35,23:32,-10,8/20/2013 9:32,1055-16669,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,3,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,30,,685,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,22:16,22:24,-10,8/20/2013 8:24,1055-16666,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,4,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,31,,902,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,20:38,20:46,-10,8/20/2013 6:46,1055-16661,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,5,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,36,,565,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,21:32,21:41,-10,8/20/2013 7:41,1055-16664,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,6,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,49,,335,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,21:19,21:28,-10,8/20/2013 7:28,1055-16663,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,7,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,56,,566,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,19:52,20:02,-10,8/20/2013 6:02,1055-16660,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,8,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,78,,811,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,22:40,22:48,-10,8/20/2013 8:48,1055-16667,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,9,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,99,,329,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,21:44,21:54,-10,8/20/2013 7:54,1055-16665,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,10,Oahu,BlackPoint,BlackPoint,BLP,WTSH,2013,EC,103,,913,8/19/2013 21:00,1,180,round 1 (and only) tagging,D,SDC,,,,8/19/2013,21:09,21:17,-10,8/20/2013 7:17,1055-16662,R,,,,,burrow,,,,,,,,,,,,,,,,,,,,,,
,,11,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,2,,974,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:08,20:21,-10,8/21/2013 6:21,954-24400,,,,,processing start 20:17,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,12,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,5,,305,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:20,20:39,-10,8/21/2013 6:39,1044-05617,L,,,,processing time 20:32,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,13,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,8,,881,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:13,20:32,-10,8/21/2013 6:32,954-24424,R,,,,Re-did taping; same tape used,,,,,,,,,,,,,,,,,,,,,,,
,,14,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,9,,963,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:27,20:52,-10,8/21/2013 6:52,954-01674,,,,,Processing start 20:46,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,15,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,11,,126,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:07,21:34,-10,8/21/2013 7:34,954-24411,R,,,,Processing start 21:29,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,16,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,14,,976,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:13,21:40,-10,8/21/2013 7:40,99906,,,,,Processing start 21:35,,,,,,,,,,,,,,,,,,,,,,,
,,17,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,15,,497,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:22,21:46,-10,8/21/2013 7:46,1044-05611,R,,,,Processing start 21:41,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,18,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,22,,378,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:22,20:45,-10,8/21/2013 6:45,99905,,,,,Processing start 20:40,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,19,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,26,,338,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:56,21:14,-10,8/21/2013 7:14,99901,,,,,Processing start 21:07,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,20,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,27,,946,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,19:39,19:53,-10,8/21/2013 5:53,954-24448,,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,21,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,30,,205,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,19:45,20:00,-10,8/21/2013 6:00,99903,,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,22,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,31,,124,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:04,20:10,-10,8/21/2013 6:10,954-27873,L,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,23,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,32,,287,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:07,20:16,-10,8/21/2013 6:16,99902,,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,24,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,33,,92,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:32,20:56,-10,8/21/2013 6:56,954-27993,L,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,25,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,34,,234,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:40,21:06,-10,8/21/2013 7:06,1044-05791,L,,,,Processing start 21:01,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,26,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,35,,162,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,20:59,21:20,-10,8/21/2013 7:20,99999,,,,,Processing start 21:15,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,27,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,36,,82,8/20/2013 21:00,1,300,,D,I,,,,8/20/2013,21:05,21:28,-10,8/21/2013 7:28,794-82251,R,,,,Processing start 21:23; bird was on egg,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,28,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,37,,365,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:29,20:53,-10,8/21/2013 6:53,954-01795,R,,,,,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,29,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,38,,446,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:41,21:59,-10,8/21/2013 7:59,954-24412,L,,,,processing start 21:54,Burrow,,,,,,,,,,,,,,,,,,,,,,
,,30,Maui,Hawea,Hawea,HAW,WTSH,2013,EC,39,,360,8/20/2013 21:00,1,300,,D,SDC,,,,8/20/2013,21:42,22:07,-10,8/21/2013 8:07,99904,,,,,Processing start 22:01,,,,,,,,,,,,,,,,,,,,,,,
,,31,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,7,,416,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,22:00,23:00,-10,10/8/2013 9:00,954-27885,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,10,,92,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,20:00,20:28,-10,10/8/2013 6:28,1125-02124,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,55,,117,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,19:16,19:52,-10,10/8/2013 5:52,954-27829,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,54,,6,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,21:15,22:30,-10,10/8/2013 8:30,954-21214,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,16,,655,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,20:22,21:04,-10,10/8/2013 7:04,954-27962,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,19,,446,10/7/2013 21:00,3,300,,D,SDC,,,,10/7/2013,20:19,20:40,-10,10/8/2013 6:40,1125-02125,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,Maui,Hawea,Hawea,HAW,WTSH,2013,LC,20,,633,10/7/2013 21:00,3,300,,D,LDC,,,,10/7/2013,20:26,21:30,-10,10/8/2013 7:30,954-24496,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
