FieldID,ID,Deploy_ID,Island,Site,SubCol,SubCol_Code,Species,Year,Phenology,NestNo,GPS_Y_N,GPS_ID,GPS_programmed_start_datetime_local,DeplSess,GPS_Interval_seconds,GPS_notes,Tagging_Event,Contents,NestPhen,NestPhen1,Chick_Stage,Capture_date_local,Capture_time_local,Release_time_local,UTC_LocalTime_offset_hours,UTC,BandNo,R_L,offset,GPS_TagRecov,TDR_TagRecov,Notes,Capture_loc,Blood_FTA,Blood_vial,Feathers,GPS_Track_File,revised_sample_no,TDR_Y_N,TDR_ID,TDR_File,Sex,How_Sexed,Age,Diet,Mass,Culmen,Lat_DD,Long_DD,Date_Modified,Time_Modified,Wing,Processor,Chick % adult sz,Chick Primaries growing
LEH2014BRBO021A,593,282,Kauai,Lehua,Lehua,LEH,BRBO,2014,EC,21,Y,700,7/14/2014 12:00,3,120,,R,LNC,Early Chick,1,1,7/17/2014,15:52,16:02,-10,7/18/2014 1:52,2017-24380,L,,1,1,,,Y,Y,N,LEH2014BRBO021A_071714,,Y,A10358,LEH2014BRBO021A_A10358_071714,M,P,AHY,N,1160,98.9,22.019283,-160.09746,7/29/2014,16:07:54,,JF,,
LEH2014BRBO022A,551,283,Kauai,Lehua,Lehua,LEH,BRBO,2014,EC,22,Y,20,7/14/2014 12:00,3,120,,D,LNC,Early Chick,1,1,7/15/2014,17:52,18:00,-10,7/16/2014 4:00,2017-24379,L,,0,0,,,N,N,N,,,Y,A10312,,F,P,AHY,Y,,,22.019237,-160.094015,7/29/2014,13:32:09,,JF,,
LEH2014BRBO022A,594,283,Kauai,Lehua,Lehua,LEH,BRBO,2014,EC,22,Y,20,7/14/2014 12:00,3,120,,R,LNC,Early Chick,1,1,7/17/2014,19:11,19:20,-10,7/18/2014 5:11,2017-24379,L,,1,1,,,Y,Y,N,LEH2014BRBO022A_071714,,Y,A10312,LEH2014BRBO022A_A10312_071714,F,P,AHY,N,1220,102.1,22.019237,-160.094015,7/29/2014,16:09:11,,JF,,
LEH2014BRBO023A,552,284,Kauai,Lehua,Lehua,LEH,BRBO,2014,EC,23,Y,705,7/14/2014 12:00,3,120,,D,LNC,Early Chick,1,1,7/15/2014,18:30,18:39,-10,7/16/2014 4:39,2017-24378,L,,0,0,,,N,N,N,,,Y,A10365,,M,P,AHY,Y,,,22.020131,-160.092498,7/29/2014,13:33:15,,JF,,
LEH2014BRBO023A,578,284,Kauai,Lehua,Lehua,LEH,BRBO,2014,EC,23,Y,705,7/14/2014 12:00,3,120,,R,LNC,Early Chick,1,1,7/17/2014,18:50,19:01,-10,7/18/2014 4:50,2017-24378,L,,1,1,,,Y,Y,N,LEH2014BRBO023A_071714,,Y,A10365,LEH2014BRBO023A_A10365_071714,M,P,AHY,Y,1185,95.5,22.020131,-160.092498,7/29/2014,14:20:25,,SJ,,
LEH2014BRBO024A,553,285,Kauai,Lehua,Lehua,LEH,BRBO,2014,LC,24,Y,718,7/14/2014 12:00,3,120,,D,LGC,Late Chick,2,6C,7/15/2014,19:26,19:36,-10,7/16/2014 5:36,2017-24377,L,,0,0,,,N,N,N,,,Y,A10349,,M,P,AHY,Y,,,22.019077,-160.094866,7/29/2014,13:34:56,,JF,,
LEH2014BRBO024A,601,285,Kauai,Lehua,Lehua,LEH,BRBO,2014,LC,24,Y,718,7/14/2014 12:00,3,120,,R,LGC,Late Chick,2,6C,7/18/2014,17:48,17:58,-10,7/19/2014 3:48,2017-24377,L,,1,1,,,Y,Y,N,LEH2014BRBO024A_071814,,Y,A10349,LEH2014BRBO024A_A10349_071814,M,P,AHY,N,1020,101.1,22.019077,-160.094866,7/29/2014,16:21:14,,JB,,
LEH2014BRBO025A,555,286,Kauai,Lehua,Lehua,LEH,BRBO,2014,LC,25,Y,732,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6B,7/16/2014,9:55,10:03,-10,7/16/2014 20:03,2017-24376,L,,0,6,,,N,N,N,,,N,,,F,P,AHY,Y,,,22.018554,-160.09917,7/29/2014,13:37:34,,JF,,
LEH2014BRBO025A,599,286,Kauai,Lehua,Lehua,LEH,BRBO,2014,LC,25,Y,732,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6B,7/18/2014,9:37,9:45,-10,7/18/2014 19:37,2017-24376,L,,1,6,,,Y,Y,N,LEH2014BRBO025A_071814,,N,,,F,P,AHY,N,1360,106.3,22.018554,-160.09917,7/29/2014,16:18:09,,JF,,
LEH2014BRBO026A,569,287,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,26,Y,723,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/15/2014,17:10,17:22,-10,7/16/2014 3:22,2017-24386,L,,0,0,,,N,N,N,,,Y,A10369,,M,P,AHY,N,,,22.019657,-160.092981,7/29/2014,14:06:17,,SJ,,
LEH2014BRBO026A,577,287,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,26,Y,723,7/14/2014 12:00,3,120,,R,LDC,Late Chick,2,5,7/17/2014,17:25,17:40,-10,7/18/2014 3:25,2017-24386,L,,1,1,,,Y,Y,N,LEH2014BRBO026A_071714,,Y,A10369,LEH2014BRBO026A_A10369_071714,M,P,AHY,Y,1180,96.7,22.019657,-160.092981,7/29/2014,14:18:49,,SJ,,
LEH2014BRBO027A,570,288,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,27,Y,702,7/14/2014 12:00,3,120,,D,LDC,Late Chick,2,5,7/15/2014,17:46,17:55,-10,7/16/2014 3:55,2017-24387,L,,0,0,,,N,N,N,,,Y,A10373,,F,P,AHY,Y,,,22.020024,-160.092511,7/29/2014,14:07:31,,SJ,,
LEH2014BRBO028A,571,289,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,28,Y,614,7/14/2014 12:00,3,120,,D,MDC,Early Chick,2,4,7/15/2014,18:24,18:31,-10,7/16/2014 4:31,2017-24388,L,,0,0,,,N,N,N,,,Y,A10346,,F,P,AHY,Y,,,22.020755,-160.091659,7/29/2014,14:08:37,,SJ,,
LEH2014BRBO028A,576,289,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,28,Y,614,7/14/2014 12:00,3,120,,R,MDC,Early Chick,2,4,7/17/2014,16:20,16:39,-10,7/18/2014 2:20,2017-24388,L,,1,1,,,Y,Y,N,LEH2014BRBO028A_071714,,Y,A10346,LEH2014BRBO028A_A10346_071714,F,P,AHY,N,1315,95.5,22.020755,-160.091659,7/29/2014,14:17:17,,SJ,,
LEH2014BRBO029A,572,290,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,29,Y,606,7/14/2014 12:00,3,120,,D,MDC,Early Chick,2,4,7/15/2014,19:30,19:38,-10,7/16/2014 5:38,2017-24389,L,,0,0,,,N,N,N,,,Y,A10341,,F,P,AHY,N,,,22.019948,-160.093973,7/29/2014,14:09:46,,SJ,,
LEH2014BRBO029A,575,290,Kauai,Lehua,Lehua,LEH,BRBO,2014,MC,29,Y,600,7/14/2014 12:00,3,120,,R,MDC,Early Chick,2,4,7/17/2014,15:38,15:52,-10,7/18/2014 1:38,2017-24389,L,,1,1,,,Y,Y,N,LEH2014BRBO029A_071714,,Y,A10341,LEH2014BRBO029A_A10341_071714,F,P,AHY,Y,1320,106.2,22.019948,-160.093973,7/29/2014,14:15:46,,SJ,,
LEH2014RFBO001A,33,261,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,1,Y,637,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/13/2014,18:45,19:00,-10,5/14/2014 5:00,2007-07131,L,,0,0,,,N,N,N,,,Y,A10366,,F,D,AHY,N,,,22.015428,-160.097589,,,,JF,,
LEH2014RFBO001A,12,261,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,1,Y,637,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/17/2014,14:58,15:10,-10,5/18/2014 0:58,2007-07131,L,,1,1,,,Y,Y,N,LEH_RFBO_001_07131_637_051714,,Y,A10366,LEH_RFBO_001_07131_A10366_051714,F,D,AHY,Y,1073,80.9,22.015428,-160.097589,,,,JF,,
LEH2014RFBO002A,34,262,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,2,Y,650,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/13/2014,19:17,19:32,-10,5/14/2014 5:32,2007-07132,L,,0,0,,,N,N,N,,,Y,A10365,,F,D,AHY,N,,,22.015555,-160.098296,,,,JF,,
LEH2014RFBO002A,24,262,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,2,Y,650,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/15/2014,20:50,21:00,-10,5/16/2014 6:50,2007-07132,L,,3,1,GPS tag flooded,,Y,Y,N,LEH_RFBO_002_07132_650_051514,,Y,A10365,LEH_RFBO_002_07132_A10365_051514,F,D,AHY,N,1010,88.4,22.015555,-160.098296,,,,JF,,
LEH2014RFBO003A,35,263,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,3,Y,633,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/13/2014,19:45,20:05,-10,5/14/2014 6:05,2017-24342,L,,0,0,,,N,N,N,,,Y,A10364,,F,D,AHY,N,,,22.01548,-160.098674,,,,JF,,
LEH2014RFBO003A,3,263,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,3,Y,633,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/18/2014,7:24,7:38,-10,5/18/2014 17:24,2017-24342,L,,3,1,GPS tag flooded,,Y,Y,N,LEH_RFBO_003_24342_633_051814,,Y,A10364,LEH_RFBO_003_24342_A10364_051814,F,D,AHY,Y,1154,90.35,22.01548,-160.098674,,,,JF,,
LEH2014RFBO004A,25,264,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,4,Y,648,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,15:25,15:42,-10,5/15/2014 1:42,2007-07121,L,,0,0,,,N,N,N,,,Y,A10363,,U,D,AHY,Y,,,22.015372,-160.097344,,,,JF,,
LEH2014RFBO004A,13,264,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,4,Y,648,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/17/2014,6:50,7:08,-10,5/17/2014 16:50,2007-07121,L,,1,1,,,Y,Y,N,LEH_RFBO_004_07121_648_051714,,Y,A10363,LEH_RFBO_004_07121_A10363_051714,M,D,AHY,N,968,89.9,22.015372,-160.097344,,,,JF,,
LEH2014RFBO005A,26,265,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,5,Y,641,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,15:57,16:10,-10,5/15/2014 2:10,2007-07133,L,,0,0,,,N,N,N,,,Y,A10362,,F,D,AHY,N,,,22.015638,-160.09796,,,,JF,,
LEH2014RFBO005A,18,265,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,5,Y,641,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/16/2014,19:55,20:10,-10,5/17/2014 5:55,2007-07133,L,,1,1,,,Y,Y,N,LEH_RFBO_005_07133_641_051614,,Y,A10362,LEH_RFBO_005_07133_A10362_051614,F,D,AHY,N,1085,80.6,22.015638,-160.09796,,,,JF,,
LEH2014RFBO005B,537,291,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,5,Y,632,7/14/2014 12:00,3,120,,D,SDC,Early Chick,1,3,7/14/2014,20:11,20:22,-10,7/15/2014 6:22,2007-07172,L,,0,0,WET DRY TDR,,N,N,N,,,Y,A10367,,M,D,AHY,N,,,22.015638,-160.09796,7/29/2014,13:01:40,,JF,,
LEH2014RFBO005B,602,291,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,5,Y,632,7/14/2014 12:00,3,120,,R,SDC,Early Chick,1,3,7/18/2014,20:54,21:10,-10,7/19/2014 6:54,2007-07172,L,,1,1,,,Y,Y,N,LEH2014RFBO005B_071814,,Y,A10367,LEH2014RFBO005B_A10367_071814,M,D,AHY,N,780,92.4,22.015638,-160.09796,7/29/2014,16:22:48,,CG,,
LEH2014RFBO006A,27,266,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,6,Y,629,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,15:56,16:15,-10,5/15/2014 2:15,2007-07122,L,,0,0,,,N,N,N,,,Y,A10359,,M,D,AHY,N,,,22.015423,-160.098552,,,,JF,,
LEH2014RFBO006A,14,266,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,6,Y,629,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/17/2014,7:19,7:38,-10,5/17/2014 17:19,2007-07122,L,,3,1,GPS tag flooded,,Y,Y,N,LEH_RFBO_006_07122_629_051714,,Y,A10359,LEH_RFBO_006_07122_A10359_051714,M,D,AHY,N,962,81.1,22.015423,-160.098552,,,,JF,,
LEH2014RFBO007A,28,267,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,7,Y,634,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,17:52,18:07,-10,5/15/2014 4:07,2007-07134,L,,0,0,,,N,N,N,,,Y,A10358,,F,D,AHY,Y,,,22.01553,-160.097628,,,,JF,,
LEH2014RFBO007A,4,267,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,7,Y,634,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/18/2014,7:10,7:19,-10,5/18/2014 17:10,2007-07134,L,,1,1,,,Y,Y,N,LEH_RFBO_007_07134_634_051814,,Y,A10358,LEH_RFBO_007_07134_A10358_051814,F,D,AHY,Y,1091,88,22.01553,-160.097628,,,,JF,,
LEH2014RFBO008A,29,268,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,8,Y,630,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,17:50,18:08,-10,5/15/2014 4:08,2007-07123,L,,0,0,,,N,N,N,,,Y,A10360,,F,D,AHY,N,,,22.015404,-160.099042,,,,JF,,
LEH2014RFBO008A,5,268,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,8,Y,630,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/18/2014,7:00,7:13,-10,5/18/2014 17:00,2007-07123,L,,1,1,,,Y,Y,N,LEH_RFBO_008_07123_630_051814,,Y,A10360,LEH_RFBO_008_07123_A10360_051814,F,D,AHY,N,1190,89.2,22.015404,-160.099042,,,,JF,,
LEH2014RFBO009A,30,269,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,9,Y,638,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,18:44,18:55,-10,5/15/2014 4:55,2007-07135,L,,0,0,3 tail feathers,,N,N,N,,,Y,A10357,,M,D,AHY,N,,,22.015532,-160.099234,,,,JF,,
LEH2014RFBO009A,6,269,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,9,Y,638,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/18/2014,7:19,7:31,-10,5/18/2014 17:19,2007-07135,L,,1,1,,,Y,Y,N,LEH_RFBO_009_07135_638_051814,,Y,A10357,LEH_RFBO_009_07135_A10357_051814,M,D,AHY,Y,981,82,22.015532,-160.099234,,,,JF,,
LEH2014RFBO010A,31,270,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,10,Y,603,5/13/2014 12:00,1,120,,D,EGG,Egg,0,,5/14/2014,18:20,18:40,-10,5/15/2014 4:40,2007-07124,L,,0,0,,,N,N,N,,,Y,A10361,,M,D,AHY,N,,,22.015799,-160.09919,,,,JF,,
LEH2014RFBO010A,7,270,Kauai,Lehua,Lehua,LEH,RFBO,2014,I,10,Y,603,5/13/2014 12:00,1,120,,R,EGG,Egg,0,,5/18/2014,7:45,7:51,-10,5/18/2014 17:45,2007-07124,L,,1,1,,,Y,Y,N,LEH_RFBO_010_07124_603_051814,,Y,A10361,LEH_RFBO_010_07124_A10361_051814,M,D,AHY,Y,992,81.9,22.015799,-160.09919,,,,JF,,
LEH2014RFBO011A,40,292,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,11,Y,649,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/13/2014,21:14,21:36,-10,6/14/2014 7:36,2017-24360,L,,0,0,,,N,N,N,,,Y,A10362,,F,D,AHY,Y,,,22.01619,-160.09578,,,,SJ,,
LEH2014RFBO011A,510,292,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,11,Y,649,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/16/2014,7:21,7:34,-10,6/16/2014 17:21,2017-24360,L,,1,1,CHICK C4,,Y,Y,N,LEH2014RFBO011_061614,,Y,A10362,LEH2014RFBO011_A10362_061614,F,D,AHY,N,980,84.8,22.01619,-160.09578,7/29/2014,11:49:36,,JF,,
LEH2014RFBO012A,488,293,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,12,Y,637,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/13/2014,21:20,21:43,-10,6/14/2014 7:43,2017-24336,L,,0,0,CHICK C4,,N,N,N,,,Y,A10371,,F,D,AHY,Y,,,22.01619,-160.09578,7/29/2014,11:48:54,,JF,,
LEH2014RFBO012A,522,293,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,12,Y,637,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/16/2014,21:20,21:31,-10,6/17/2014 7:20,2017-24336,L,,1,1,CHICK C4,,Y,Y,N,LEH2014RFBO012_061614,,Y,A10371,LEH2014RFBO012_A10371_061614,F,D,AHY,Y,1080,87.8,22.01619,-160.09578,7/29/2014,11:50:01,,JF,,
LEH2014RFBO013A,41,294,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,13,Y,636,6/13/2014 12:00,2,120,,D,MDC,Late Chick,2,6A,6/13/2014,21:52,22:20,-10,6/14/2014 8:20,2017-24361,L,,0,0,,,N,N,N,,,Y,A10323,,M,D,AHY,N,,,22.016785,-160.100682,,,,SJ,,
LEH2014RFBO013A,511,294,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,13,Y,636,6/13/2014 12:00,2,120,,R,MDC,Late Chick,2,6A,6/16/2014,7:46,7:57,-10,6/16/2014 17:46,2017-24361,L,,1,1,CHICK 6A; 2 BLOOD VIALS,,Y,Y,N,LEH2014RFBO013_061614,,Y,A10323,LEH2014RFBO013_A10323_061614,M,D,AHY,N,930,78.4,22.016785,-160.100682,7/29/2014,11:49:38,,JF,,
LEH2014RFBO014A,489,295,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,14,Y,614,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/13/2014,22:00,22:14,-10,6/14/2014 8:14,2017-24332,L,,0,0,WET/DRY TDR,,N,N,N,,,Y,A10314,,M,D,AHY,Y,,,22.015586,-160.09795,,,,JF,,
LEH2014RFBO014A,66,295,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,14,Y,614,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/16/2014,21:41,21:53,-10,6/17/2014 7:41,2017-24332,L,,1,1,CONTENTS=3,,Y,Y,N,LEH2014RFBO014_061614,,Y,A10314,LEH2014RFBO014_A10314_061614,M,D,AHY,N,1090,84.7,22.015586,-160.09795,7/29/2014,11:48:35,,SJ,,
LEH2014RFBO015A,490,296,Kauai,Lehua,Lehua,LEH,RFBO,2014,LC,15,Y,610,6/13/2014 12:00,2,120,,D,SGC,Late Chick,2,6B,6/13/2014,22:27,22:43,-10,6/14/2014 8:43,2007-07125,L,,0,0,WET/DRY TDR; CHICK C6B,,N,N,N,,,Y,A10315,,M,D,AHY,Y,,,22.015586,-160.09795,7/29/2014,11:48:58,,JF,,
LEH2014RFBO015A,525,296,Kauai,Lehua,Lehua,LEH,RFBO,2014,LC,15,Y,610,6/13/2014 12:00,2,120,,R,SGC,Late Chick,2,6B,6/17/2014,7:39,7:50,-10,6/17/2014 17:39,2007-07125,L,,1,1,CHICK C6B,,Y,Y,N,LEH2014RFBO015_061714,,Y,A10315,LEH2014RFBO015_A10315_061714,M,D,AHY,N,940,82.4,22.015586,-160.09795,7/29/2014,11:50:07,,JF,,
LEH2014RFBO016A,42,297,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,16,y,635,6/13/2014 12:00,2,120,,D,MDC,Early Chick,1,3,6/13/2014,22:36,22:48,-10,6/14/2014 8:48,2007-07138,L,,0,0,,,N,N,N,,,y,A10354,,M,D,AHY,Y,,,22.015629,-160.098175,,,,SJ,,
LEH2014RFBO016A,524,297,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,16,Y,635,6/13/2014 12:00,2,120,,R,MDC,Early Chick,1,3,6/16/2014,22:34,22:44,-10,6/17/2014 8:34,2007-07138,L,,1,1,CHICK C3,,Y,Y,N,LEH2014RFBO016_061614,,Y,A10354,LEH2014RFBO016_A10354_061614,M,D,AHY,N,940,89.2,22.015629,-160.098175,7/29/2014,11:50:05,,JF,,
LEH2014RFBO017A,43,298,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,17,Y,626,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/13/2014,23:00,23:12,-10,6/14/2014 9:12,2007-07149,L,,0,0,,,N,N,N,,,Y,A10317,,F,D,AHY,Y,,,22.01564,-160.098175,,,,SJ,,
LEH2014RFBO017A,61,298,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,17,Y,626,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/16/2014,8:00,8:28,-10,6/16/2014 18:00,2007-07149,L,,1,1,CONTENTS=3,,Y,Y,N,LEH2014RFBO017_061614,,Y,A10317,LEH2014RFBO017_A10317_061614,F,D,AHY,N,1130,89.1,22.01564,-160.098175,7/29/2014,11:48:26,,SJ,,
LEH2014RFBO018A,491,299,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,18,Y,632,6/13/2014 12:00,2,120,,D,SGC,Late Chick,2,6A,6/13/2014,23:07,23:15,-10,6/14/2014 9:15,2007-07126,L,,0,0,"WET/DRY TDR, DIET?; CHICK 6A",,N,N,N,,,Y,A10348,,M,D,AHY,N,,,22.015448,-160.098754,7/29/2014,11:49:00,,JF,,
LEH2014RFBO018A,523,299,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,18,Y,632,6/13/2014 12:00,2,120,,R,SGC,Late Chick,2,6A,6/16/2014,21:52,22:05,-10,6/17/2014 7:52,2007-07126,L,,1,1,CHICK 6A,,Y,Y,N,LEH2014RFBO018_061614,,Y,A10348,LEH2014RFBO018_A10348_061614,M,D,AHY,Y,930,86,22.015448,-160.098754,7/29/2014,11:50:03,,JF,,
LEH2014RFBO019A,44,300,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,19,Y,630,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/13/2014,23:24,23:36,-10,6/14/2014 9:36,2007-07150,L,,0,0,,,N,N,N,,,Y,A10361,,M,D,AHY,Y,,,22.015369,-160.098785,,,,SJ,,
LEH2014RFBO019A,67,300,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,19,Y,630,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/16/2014,22:10,22:20,-10,6/17/2014 8:10,2007-07150,L,,1,1,"CHICK C3, REPLACED BAND",,Y,Y,N,LEH2014RFBO019_061614,,Y,A10361,LEH2014RFBO019_A10361_061614,M,D,AHY,N,950,82.7,22.015369,-160.098785,7/29/2014,11:48:38,,SJ,,
LEH2014RFBO020A,492,301,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,20,Y,613,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/13/2014,23:23,23:36,-10,6/14/2014 9:36,2007-07127,L,,0,0,CHICK C4,,N,N,N,,,Y,A10367,,M,D,AHY,Y,,,22.01546,-160.098852,7/29/2014,11:49:02,,JF,,
LEH2014RFBO020A,512,301,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,20,Y,613,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/16/2014,8:08,8:18,-10,6/16/2014 18:08,2007-07127,L,,1,1,CHICK C4,,Y,Y,N,LEH2014RFBO020_061614,,Y,A10367,LEH2014RFBO020_A10367_061614,M,D,AHY,N,910,84,22.01546,-160.098852,7/29/2014,11:49:39,,JF,,
LEH2014RFBO021A,45,302,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,21,Y,624,6/13/2014 12:00,2,120,,D,LDC,Early Chick,2,4,6/14/2014,7:48,8:00,-10,6/14/2014 18:00,2007-07141,L,,0,0,WET DRY TDR,,N,N,N,,,Y,A10387,,M,D,AHY,N,,,22.015342,-160.09896,,,,SJ,,
LEH2014RFBO021A,71,302,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,21,Y,624,6/13/2014 12:00,2,120,,R,LDC,Early Chick,2,4,6/17/2014,21:33,21:49,-10,6/18/2014 7:33,2007-07141,L,,1,1,CONTENTS=4,,Y,Y,N,LEH2014RFBO021_061714,,Y,A10387,LEH2014RFBO021_A10387_061714,M,D,AHY,Y,860,87.9,22.015342,-160.09896,7/29/2014,11:48:43,,SJ,,
LEH2014RFBO021B,539,303,Kauai,Lehua,Lehua,LEH,RFBO,2014,LC,21,Y,701,7/14/2014 12:00,3,120,,D,MGC,Late Chick,2,6B,7/14/2014,21:13,21:23,-10,7/15/2014 7:23,2007-07174,L,,0,0,,,N,N,N,,,Y,A10344,,F,D,AHY,Y,,,22.015342,-160.09896,7/29/2014,13:07:13,,JF,,
LEH2014RFBO021B,596,303,Kauai,Lehua,Lehua,LEH,RFBO,2014,LC,21,Y,701,7/14/2014 12:00,3,120,,R,MGC,Late Chick,2,6B,7/17/2014,21:57,22:10,-10,7/18/2014 7:57,2007-07174,L,,1,1,MASS DOES NOT INCLUDE DIET SAMPLE,,Y,Y,N,LEH2014RFBO021B_071714,,Y,A10344,LEH2014RFBO021B_A10344_071714,F,D,AHY,Y,1080,87.6,22.015342,-160.09896,7/29/2014,16:12:37,,KM,,
LEH2014RFBO022A,46,304,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,22,Y,628,6/13/2014 12:00,2,120,,D,MDC,Early Chick,2,4,6/14/2014,8:22,8:37,-10,6/14/2014 18:37,2007-07142,L,,0,0,REPLACED OLDER AND LARGER BAND- 1777-28239,,N,N,N,,,Y,A10350,,M,D,AHY,Y,,,22.015468,-160.099228,,,,SJ,,
LEH2014RFBO022A,526,304,Kauai,Lehua,Lehua,LEH,RFBO,2014,MC,22,Y,628,6/13/2014 12:00,2,120,,R,MDC,Early Chick,2,4,6/17/2014,8:08,8:21,-10,6/17/2014 18:08,2007-07142,L,,2,1,CHICK C4; GPS TAG LOST BECAUSE CENTER 2 RETRICES MOLTED; RECAP REMOVED BAND 1777-28239 TOO BIG,,Y,Y,N,,,Y,A10350,LEH2014RFBO022_A10350_061714,M,D,AHY,N,910,83.2,22.015468,-160.099228,7/29/2014,11:50:11,,JF,,
LEH2014RFBO023A,49,305,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,23,Y,645,6/13/2014 12:00,2,120,,D,SDC,Early Chick,1,3,6/14/2014,10:30,10:41,-10,6/14/2014 20:41,2007-07145,L,,0,0,,,N,N,N,,,Y,A10346,,F,D,AHY,N,,,22.015448,-160.099239,,,,SJ,,
LEH2014RFBO023A,68,305,Kauai,Lehua,Lehua,LEH,RFBO,2014,EC,23,Y,645,6/13/2014 12:00,2,120,,R,SDC,Early Chick,1,3,6/17/2014,7:53,8:08,-10,6/17/2014 17:53,2007-07145,L,,3,1,"TAG FLOODED, SOME TRACKS RECEIVED THOUGH.",,Y,Y,N,LEH2014RFBO023_061714,,Y,A10346,LEH2014RFBO023_A10346_061714,F,D,AHY,N,1070,86.4,22.015448,-160.099239,,,,SJ,,
